date,contract,underlying,expiration,right,strike,open,high,low,close,volume
2025-12-09,JNJ260102C00210000,JNJ,2026-01-02,C,210.0,1.2999999523162842,1.2999999523162842,0.800000011920929,0.800000011920929,20.0
2025-12-10,JNJ260102C00210000,JNJ,2026-01-02,C,210.0,0.9399999976158142,2.0999999046325684,0.9399999976158142,2.0999999046325684,37.0
2025-12-11,JNJ260102C00210000,JNJ,2026-01-02,C,210.0,3.0,4.550000190734863,3.0,3.5999999046325684,177.0
2025-12-12,JNJ260102C00210000,JNJ,2026-01-02,C,210.0,4.389999866485596,4.800000190734863,4.150000095367432,4.75,137.0
2025-11-24,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,0.9200000166893005,0.9200000166893005,0.6800000071525574,0.6800000071525574,2.0
2025-11-25,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,1.0199999809265137,1.0199999809265137,0.8600000143051147,1.0,21.0
2025-11-26,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,1.0700000524520874,1.0700000524520874,0.9700000286102295,0.9800000190734863,12.0
2025-12-02,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,0.46000000834465027,0.5299999713897705,0.46000000834465027,0.5299999713897705,3.0
2025-12-03,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,4.0
2025-12-10,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,0.27000001072883606,0.27000001072883606,0.27000001072883606,0.27000001072883606,15.0
2025-12-11,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,0.6399999856948853,1.0,0.6399999856948853,0.8399999737739563,320.0
2025-12-12,JNJ260102C00220000,JNJ,2026-01-02,C,220.0,0.7599999904632568,0.8600000143051147,0.7599999904632568,0.8600000143051147,42.0
2025-11-25,JNJ260102C00230000,JNJ,2026-01-02,C,230.0,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,2.0
2025-12-11,JNJ260102C00230000,JNJ,2026-01-02,C,230.0,0.20999999344348907,0.20999999344348907,0.20999999344348907,0.20999999344348907,11.0
2025-11-20,JNJ260102P00175000,JNJ,2026-01-02,P,175.0,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3799999952316284,1.0
2025-11-17,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,2.390000104904175,2.390000104904175,2.390000104904175,2.390000104904175,33.0
2025-11-18,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,1.940000057220459,1.940000057220459,1.940000057220459,1.940000057220459,8.0
2025-11-19,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,1.559999942779541,1.559999942779541,1.559999942779541,1.559999942779541,1.0
2025-11-25,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.6499999761581421,0.7599999904632568,0.6499999761581421,0.7599999904632568,3.0
2025-11-26,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,25.0
2025-11-28,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.5799999833106995,0.5799999833106995,0.5799999833106995,0.5799999833106995,55.0
2025-12-01,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,10.0
2025-12-02,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.5899999737739563,3.0
2025-12-04,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.6200000047683716,0.6200000047683716,0.6200000047683716,0.6200000047683716,5.0
2025-12-05,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.6100000143051147,0.6100000143051147,0.5799999833106995,0.5799999833106995,11.0
2025-12-08,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.44999998807907104,0.5,0.44999998807907104,0.5,205.0
2025-12-09,JNJ260102P00190000,JNJ,2026-01-02,P,190.0,0.5,0.5199999809265137,0.3499999940395355,0.5199999809265137,151.0
2025-11-24,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.9100000858306885,2.9100000858306885,2.9100000858306885,2.9100000858306885,9.0
2025-11-25,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,1.0
2025-11-26,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.0,2.0,2.0,2.0,130.0
2025-11-28,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.0199999809265137,2.1500000953674316,1.7400000095367432,1.7400000095367432,16.0
2025-12-01,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,1.690000057220459,1.7699999809265137,1.690000057220459,1.7699999809265137,10.0
2025-12-02,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.200000047683716,2.4000000953674316,1.899999976158142,1.899999976158142,61.0
2025-12-03,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,1.600000023841858,1.9600000381469727,1.4900000095367432,1.5,5.0
2025-12-04,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.2300000190734863,2.2300000190734863,2.2300000190734863,2.2300000190734863,4.0
2025-12-05,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.0,2.799999952316284,2.0,2.5399999618530273,7.0
2025-12-08,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.1700000762939453,2.5,1.9800000190734863,2.5,6.0
2025-12-09,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.549999952316284,2.9700000286102295,2.549999952316284,2.9700000286102295,13.0
2025-12-10,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,2.4100000858306885,2.4100000858306885,1.1200000047683716,1.1799999475479126,70.0
2025-12-11,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,0.8999999761581421,1.0,0.6100000143051147,0.800000011920929,150.0
2025-12-12,JNJ260102P00200000,JNJ,2026-01-02,P,200.0,0.7400000095367432,0.7400000095367432,0.6000000238418579,0.6100000143051147,7.0
2025-11-26,JNJ260102P00210000,JNJ,2026-01-02,P,210.0,5.670000076293945,5.670000076293945,5.670000076293945,5.670000076293945,1.0
2025-11-28,JNJ260102P00210000,JNJ,2026-01-02,P,210.0,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,1.0
2025-12-03,JNJ260102P00210000,JNJ,2026-01-02,P,210.0,6.21999979019165,6.21999979019165,5.900000095367432,5.900000095367432,2.0
2025-12-04,JNJ260102P00210000,JNJ,2026-01-02,P,210.0,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,1.0
2025-12-08,JNJ260102P00210000,JNJ,2026-01-02,P,210.0,8.630000114440918,8.630000114440918,8.630000114440918,8.630000114440918,0.0
2025-12-11,JNJ260102P00210000,JNJ,2026-01-02,P,210.0,3.9000000953674316,3.9000000953674316,3.369999885559082,3.5,17.0
2025-12-12,JNJ260102P00210000,JNJ,2026-01-02,P,210.0,3.5299999713897705,3.5299999713897705,2.549999952316284,2.549999952316284,103.0
2024-01-03,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.75,13.75,13.75,13.75,8.0
2024-01-04,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,14.949999809265137,14.949999809265137,14.390000343322754,14.390000343322754,6.0
2024-01-08,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.899999618530273,13.899999618530273,13.899999618530273,13.899999618530273,3.0
2024-01-09,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,15.0,15.0,15.0,15.0,1.0
2024-01-10,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,14.5,14.5,14.5,14.5,2.0
2024-01-17,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,14.09000015258789,14.09000015258789,14.09000015258789,14.09000015258789,2.0
2024-01-18,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.350000381469727,13.350000381469727,13.350000381469727,13.350000381469727,3.0
2024-01-19,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.449999809265137,13.449999809265137,13.449999809265137,13.449999809265137,9.0
2024-01-23,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.789999961853027,12.789999961853027,12.789999961853027,12.789999961853027,10.0
2024-01-24,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.0,12.0,12.0,12.0,1.0
2024-01-25,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.399999618530273,11.399999618530273,11.399999618530273,11.399999618530273,1.0
2024-01-30,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.75,11.75,11.75,11.75,5.0
2024-01-31,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.729999542236328,11.729999542236328,11.729999542236328,11.729999542236328,2.0
2024-02-02,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.829999923706055,11.449999809265137,9.699999809265137,11.449999809265137,7.0
2024-02-08,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.289999961853027,10.289999961853027,9.75,9.75,8.0
2024-02-09,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.100000381469727,11.100000381469727,11.100000381469727,11.100000381469727,2.0
2024-02-12,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.899999618530273,10.899999618530273,10.899999618530273,10.899999618530273,1.0
2024-02-14,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.989999771118164,10.989999771118164,10.989999771118164,10.989999771118164,10.0
2024-02-16,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.649999618530273,11.649999618530273,11.649999618530273,11.649999618530273,23.0
2024-02-21,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.5,12.050000190734863,11.5,12.050000190734863,23.0
2024-02-22,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.850000381469727,12.850000381469727,12.850000381469727,12.850000381469727,9.0
2024-02-23,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.569999694824219,13.569999694824219,13.289999961853027,13.289999961853027,7.0
2024-02-29,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.279999732971191,13.279999732971191,13.279999732971191,13.279999732971191,1.0
2024-03-07,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.899999618530273,11.899999618530273,11.899999618530273,11.899999618530273,1.0
2024-03-12,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.069999694824219,14.0600004196167,13.069999694824219,14.0600004196167,6.0
2024-03-13,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,7.0
2024-03-14,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.300000190734863,13.300000190734863,12.229999542236328,12.229999542236328,5.0
2024-03-15,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.449999809265137,11.5,11.449999809265137,11.5,5.0
2024-03-19,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.170000076293945,11.170000076293945,10.550000190734863,10.550000190734863,6.0
2024-03-20,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.0,10.0,10.0,10.0,1.0
2024-03-22,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.289999961853027,10.289999961853027,10.289999961853027,10.289999961853027,2.0
2024-03-26,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,4.0
2024-03-28,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.699999809265137,11.699999809265137,11.600000381469727,11.600000381469727,8.0
2024-04-05,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.15999984741211,9.25,9.15999984741211,9.25,2.0
2024-04-08,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.0,9.020000457763672,8.760000228881836,8.760000228881836,11.0
2024-04-11,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.760000228881836,7.900000095367432,7.760000228881836,7.900000095367432,8.0
2024-04-12,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.329999923706055,7.389999866485596,7.329999923706055,7.389999866485596,13.0
2024-04-15,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.909999847412109,7.909999847412109,7.909999847412109,7.909999847412109,3.0
2024-04-16,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.25,6.25,6.25,6.25,3.0
2024-04-17,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.849999904632568,5.849999904632568,5.849999904632568,5.849999904632568,3.0
2024-04-19,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.590000152587891,7.0,5.800000190734863,7.0,7.0
2024-04-22,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.639999866485596,7.650000095367432,6.639999866485596,7.650000095367432,0.0
2024-04-25,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.679999828338623,6.679999828338623,6.679999828338623,6.679999828338623,1.0
2024-04-26,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.699999809265137,6.699999809265137,6.619999885559082,6.619999885559082,3.0
2024-04-29,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,3.0
2024-04-30,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.25,6.25,6.159999847412109,6.159999847412109,2.0
2024-05-01,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.5,8.0,7.5,8.0,9.0
2024-05-02,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.929999828338623,7.929999828338623,7.699999809265137,7.699999809265137,20.0
2024-05-03,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.0,7.099999904632568,7.0,7.099999904632568,7.0
2024-05-06,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.179999828338623,7.179999828338623,6.900000095367432,6.900000095367432,2.0
2024-05-07,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,1.0
2024-05-09,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,1.0
2024-05-10,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.03000020980835,7.059999942779541,7.03000020980835,7.059999942779541,48.0
2024-05-15,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.650000095367432,7.659999847412109,7.590000152587891,7.659999847412109,9.0
2024-05-20,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,1.0
2024-05-21,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.690000057220459,7.690000057220459,7.679999828338623,7.679999828338623,10.0
2024-05-24,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.25,7.25,7.25,7.25,5.0
2024-05-28,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.0,6.0,6.0,6.0,5.0
2024-05-29,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.699999809265137,5.860000133514404,5.699999809265137,5.860000133514404,2.0
2024-05-30,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.050000190734863,6.25,6.050000190734863,6.25,2.0
2024-05-31,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.570000171661377,6.570000171661377,6.570000171661377,6.570000171661377,2.0
2024-06-07,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.699999809265137,6.699999809265137,6.699999809265137,6.699999809265137,1.0
2024-06-10,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.5,6.5,6.5,6.5,1.0
2024-06-12,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.599999904632568,5.800000190734863,5.349999904632568,5.349999904632568,7.0
2024-06-13,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.599999904632568,5.599999904632568,5.599999904632568,5.599999904632568,3.0
2024-06-14,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.349999904632568,5.550000190734863,5.349999904632568,5.550000190734863,2.0
2024-06-17,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.710000038146973,5.710000038146973,5.710000038146973,5.710000038146973,1.0
2024-06-20,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.230000019073486,6.239999771118164,5.300000190734863,5.300000190734863,38.0
2024-06-21,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,5.0
2024-06-24,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.460000038146973,6.460000038146973,6.400000095367432,6.400000095367432,5.0
2024-06-25,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.369999885559082,6.369999885559082,6.199999809265137,6.199999809265137,6.0
2024-06-26,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.510000228881836,6.010000228881836,5.510000228881836,6.010000228881836,7.0
2024-06-27,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.349999904632568,5.349999904632568,5.349999904632568,5.349999904632568,3.0
2024-07-02,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.300000190734863,5.300000190734863,5.300000190734863,5.300000190734863,1.0
2024-07-03,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.150000095367432,5.150000095367432,5.099999904632568,5.099999904632568,2.0
2024-07-05,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.050000190734863,5.320000171661377,5.050000190734863,5.320000171661377,2.0
2024-07-09,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,5.840000152587891,5.840000152587891,5.840000152587891,5.840000152587891,5.0
2024-07-10,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.289999961853027,6.550000190734863,6.289999961853027,6.550000190734863,11.0
2024-07-11,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.0,7.0,6.550000190734863,6.550000190734863,7.0
2024-07-12,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.699999809265137,6.699999809265137,6.699999809265137,6.699999809265137,1.0
2024-07-15,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.360000133514404,6.409999847412109,6.360000133514404,6.409999847412109,2.0
2024-07-16,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.570000171661377,6.570000171661377,6.570000171661377,6.570000171661377,0.0
2024-07-17,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,8.399999618530273,9.050000190734863,8.300000190734863,8.699999809265137,50.0
2024-07-18,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,8.800000190734863,9.130000114440918,8.800000190734863,9.130000114440918,2.0
2024-07-19,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,8.449999809265137,8.449999809265137,8.15999984741211,8.15999984741211,4.0
2024-07-22,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,8.25,8.25,8.25,8.25,0.0
2024-07-23,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,6.849999904632568,7.150000095367432,6.849999904632568,7.150000095367432,19.0
2024-07-24,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,8.100000381469727,8.649999618530273,8.100000381469727,8.649999618530273,14.0
2024-07-25,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.039999961853027,10.180000305175781,10.039999961853027,10.180000305175781,2.0
2024-07-26,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.760000228881836,10.850000381469727,10.760000228881836,10.850000381469727,6.0
2024-07-30,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.949999809265137,11.0,9.949999809265137,11.0,0.0
2024-08-02,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.0,12.350000381469727,11.0,12.350000381469727,19.0
2024-08-05,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.0,13.0,13.0,13.0,0.0
2024-08-06,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.399999618530273,10.479999542236328,10.399999618530273,10.479999542236328,31.0
2024-08-07,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.5,11.5,9.5,11.5,3.0
2024-08-14,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.149999618530273,9.149999618530273,9.149999618530273,9.149999618530273,3.0
2024-08-15,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.220000267028809,9.25,9.220000267028809,9.25,7.0
2024-08-19,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,3.0
2024-08-20,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.800000190734863,9.800000190734863,9.550000190734863,9.649999618530273,4.0
2024-08-21,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.0,10.050000190734863,10.0,10.050000190734863,2.0
2024-08-22,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.220000267028809,10.529999732971191,10.220000267028809,10.529999732971191,5.0
2024-08-26,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.479999542236328,12.479999542236328,12.0,12.079999923706055,6.0
2024-08-27,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,11.399999618530273,11.399999618530273,11.399999618530273,11.399999618530273,4.0
2024-08-28,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.630000114440918,12.670000076293945,12.630000114440918,12.670000076293945,3.0
2024-08-30,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.449999809265137,12.449999809265137,12.449999809265137,12.449999809265137,1.0
2024-09-03,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,14.100000381469727,14.100000381469727,14.100000381469727,14.100000381469727,3.0
2024-09-04,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,14.539999961853027,14.539999961853027,14.539999961853027,14.539999961853027,1.0
2024-09-05,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.34000015258789,13.34000015258789,13.039999961853027,13.039999961853027,5.0
2024-09-06,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.649999618530273,12.649999618530273,12.649999618530273,12.649999618530273,9.0
2024-09-09,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,14.0,14.0,14.0,14.0,1.0
2024-09-10,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,0.0
2024-09-11,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,12.600000381469727,13.0,12.300000190734863,12.300000190734863,25.0
2024-09-16,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,13.119999885559082,13.119999885559082,13.119999885559082,13.119999885559082,5.0
2024-09-23,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.8100004196167,10.8100004196167,10.550000190734863,10.550000190734863,14.0
2024-09-25,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.75,9.75,9.75,9.75,1.0
2024-09-26,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.5,9.5,9.5,9.5,0.0
2024-10-04,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.300000190734863,9.300000190734863,9.300000190734863,9.300000190734863,0.0
2024-10-07,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.579999923706055,9.579999923706055,9.449999809265137,9.449999809265137,0.0
2024-10-11,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.199999809265137,10.199999809265137,10.149999618530273,10.1899995803833,544.0
2024-10-14,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.75,9.75,9.75,9.75,7.0
2024-10-15,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.920000076293945,10.920000076293945,10.920000076293945,10.920000076293945,5.0
2024-10-21,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,6.0
2024-10-22,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,22.0
2024-10-25,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.170000076293945,9.170000076293945,9.170000076293945,9.170000076293945,27.0
2024-10-28,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,83.0
2024-10-29,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,9.34000015258789,9.380000114440918,8.949999809265137,8.949999809265137,87.0
2024-11-07,JNJ260116C00170000,JNJ,2026-01-16,C,170.0,7.199999809265137,7.199999809265137,7.050000190734863,7.050000190734863,35.0
